dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,Type
0.26238215,1.0570486,-0.2847835,0.3335338,0.54443413,0.14832173,0.084256925,0.5318924,-0.11054097,-0.8998864,-0.17849486,0.26274425,-0.03501214,-0.15129542,-0.15854864,0.37974396,1.0161941,0.15116742,-0.15972091,-0.25667092,-0.5435255,-0.23200862,0.46112236,0.7299909,0.5516127,0.65491784,0.2687893,0.7025353,-0.69298744,0.6126525,0.5950074,1.4134997,-0.1745844,0.2846902,-0.35112295,-0.09804129,-0.048124354,-0.22054124,-0.5891947,-0.051423464,0.09360055,0.73739517,-0.59703624,-1.184169,0.42726445,-0.5230325,0.5737803,-0.71527505,0.86073977,0.56967777,-0.7245223,0.81070197,1.4614806,1.061468,-0.0644124,-0.63312536,0.42977917,-0.31121537,-0.702017,-0.200905,-0.51906514,1.3448001,-0.19763504,-0.31677452,-0.53281665,0.16783826,-0.19187707,-0.0071479026,-0.32319444,1.0464334,-0.8872009,-1.0312233,-0.55603516,0.21272212,0.3675904,0.15337019,-0.7890421,0.22633936,0.56588143,0.8112691,-0.570473,0.017202208,0.214196,0.15379244,0.4002816,0.746746,1.6764072,-0.3455783,-0.03293072,0.18903302,0.00922233,-0.3951705,-0.57385445,-1.0477606,1.4205514,-0.6882921,0.55749327,-0.34372637,-0.79379785,-0.15900818,Alianzas
-0.27754503,0.009993944,-0.44856656,-0.2882561,-0.16220775,-0.21006347,0.36328027,0.3503648,0.3703175,0.097267315,-0.512561,-0.5990305,0.60373145,-0.3572185,0.1601672,0.0058241533,0.461693,0.037007663,0.20346148,-0.2094033,0.8975474,0.25954223,0.067200005,0.21205597,0.9381082,0.2796138,-0.2507644,0.49633402,-1.1365416,-0.11031984,0.28221717,1.240556,-0.3134319,0.6915171,-0.2866306,0.28702638,-0.37086353,-0.6888569,0.26846963,0.4894375,0.72891533,0.64063984,0.0819456,-1.0589206,0.24275447,-0.85353655,-0.2733583,-0.22297281,0.42050388,-0.23398338,-0.23854609,0.7211082,0.6693574,0.48996827,-0.37644896,-0.28820345,0.09962872,-0.7292891,-0.7603746,0.4189643,0.19636674,0.24226658,-0.89295864,0.7893987,-0.5387768,0.9404325,0.17815223,1.0838825,0.2785683,0.19408289,-1.6969415,-0.27503943,-0.3626623,-0.5763023,0.7277287,0.17834114,0.22280954,0.61655873,-1.244165,-0.24319752,-0.7456631,0.4143459,-0.20061998,0.14165887,0.16592564,-0.2425812,0.16467676,0.31870115,-0.11369082,-0.17724366,0.6193728,0.8226746,-0.84291553,-0.4107387,0.25530264,0.37775105,0.10667669,0.6127151,-0.664371,-0.2939582,Alianzas
0.1361029,0.8444299,0.033877835,-0.29420742,0.69161457,0.19794191,0.49792778,0.40856484,-0.17552498,0.21419032,-0.20045622,-0.9387181,-0.5785015,-0.7267276,0.06547618,0.59530514,0.62932926,-0.45273802,-0.21943584,0.25051647,-0.42127147,0.15292872,-0.08092049,0.06698647,0.34801698,0.6241989,-0.5493474,0.24936077,-1.0128212,0.17099248,-0.3529407,1.1630002,0.49824697,1.4494414,-0.0071588852,0.61666983,-0.4327098,-0.9061865,-0.36581406,-0.14867122,0.4862773,0.49914536,-0.48576358,-1.335499,-0.04994058,-0.4186374,0.41330716,-1.0316802,0.48478803,0.52598923,0.01441051,0.8173806,-0.3714352,0.8864583,-0.11470468,-0.1823014,0.1572439,-1.2800227,-0.17897218,-0.3468768,0.7061242,-0.15424119,-0.14992929,0.49528432,-0.77278084,0.5102265,0.60221505,0.79024804,-0.31535316,0.72710955,-0.74910885,-0.34831297,0.7660669,-0.020555228,-0.16404809,0.31044418,0.46590224,-0.282943,-0.15778607,0.3258751,-0.22746155,0.2414844,-0.63726693,0.25440148,0.56359386,0.28157386,0.00804706,-0.33589187,0.18573849,0.559264,0.8066599,0.40638274,-0.4482403,-0.4936433,0.71673405,-0.38342223,-0.43063918,-0.2314665,-0.3173532,0.622916,Alianzas
-0.64327216,-0.043089528,-0.37110648,-0.68123984,0.7999597,-0.112515174,0.44383264,0.0025172753,0.25229526,0.8205248,-0.5820553,0.49653113,0.33259445,-0.67589784,-0.6394472,0.07034156,0.81145734,-0.46420085,-0.024343815,0.062845245,-0.10303384,0.9873074,0.11549197,0.23284146,1.1310647,0.563628,-0.9163959,-0.6972718,-0.28497627,0.40083897,0.9921623,0.8368811,-0.32301727,1.0996025,0.3077695,0.61554044,-0.8678395,-0.30266827,-0.1286512,0.13491072,-0.07204554,0.11676992,-0.63415945,0.3460823,0.090410255,0.09266159,0.3673227,0.075940564,0.16091993,1.6813849,-0.7051323,0.46171936,0.46811622,0.7771692,0.11387536,-0.23134474,0.41522592,0.20332772,-0.39477843,0.31295514,0.25320032,0.83748597,-0.5158369,0.41062766,0.017299972,0.8981899,0.15763657,0.79441464,0.20057444,0.015965916,0.5515648,-0.5996391,-0.0404001,-0.16177005,0.55438435,0.06942317,-0.46912003,-0.32572153,-0.10564197,0.05604625,-0.20259,0.4267072,-0.72948897,1.2781752,0.3671167,-0.26130924,0.114352584,-0.034805406,0.37791315,-0.54323816,0.020798463,0.1989063,0.15396725,-0.41974092,0.5087356,0.53580225,-0.40997496,0.084973074,-0.12227621,0.0630978,Alianzas
1.0042324,0.28957817,-0.32256684,-0.565253,-0.10303828,0.045395236,0.30002624,-0.010183236,0.13941509,0.22989437,-0.47334418,-0.2620531,-0.19989009,-1.0608523,-0.14683872,-0.13895287,0.99260414,-0.7199673,0.0410239,-0.12024777,-0.31189004,0.94155586,0.43089607,-0.5296447,0.78582627,1.3394831,-0.100551054,0.2190351,0.08332802,-0.014567976,-0.22212406,0.0247746,-0.087166,1.1068997,0.1841889,0.46858558,-0.42547163,-0.20847319,-0.069251284,-0.5231372,0.9644596,0.49483353,0.260669,-0.21811362,-0.075166225,-0.51131886,-0.6623448,-0.82698256,0.18858309,0.70718116,0.5840184,0.54097,1.2693989,0.8225368,-0.60906583,-0.6703413,0.6414763,-0.662653,-0.82447004,-0.065380014,-0.415532,0.41704798,-0.7743104,0.13776544,-0.07409572,0.14056839,0.14509167,1.2290064,-0.3567498,0.5345069,0.7100501,-0.31883296,0.63794136,0.4321548,-0.30562115,0.8539808,0.6959606,0.36184523,-0.4685069,-0.021006517,-0.634635,0.6260526,-1.4136459,-0.19876863,0.19177957,0.32086146,-0.30626157,-0.15777743,-0.19402903,-0.14019403,-0.08540885,0.58173096,-0.0832896,0.5094735,0.031203924,0.18253921,0.34403226,0.27639362,-0.5514606,0.22158246,Alianzas
-0.21957412,-0.43173668,-0.07214198,-0.090813026,0.5098887,-0.17065758,-0.009863047,0.32188475,-0.0355991,0.174968,-0.025629565,0.5970823,-0.45580226,-0.61442226,0.04326131,0.5211763,1.1884351,0.6699099,0.070288904,0.5181473,0.62800515,0.5843833,0.5214413,0.8916321,-0.02451732,0.4787275,0.52824485,0.47550014,-0.2978472,-0.013876153,0.78072524,0.5154723,0.22494067,0.8782004,0.14914542,-0.13416067,-0.6773086,-0.061918713,-0.37612772,-0.37491164,0.014082092,-0.14457716,0.16708563,-0.7365781,0.3595617,-0.28885123,0.8296827,-0.9875362,0.25617364,1.4697291,-0.92336315,0.42330867,0.5260619,-0.09711958,-0.046888273,-0.448612,0.13616219,-0.2818323,-0.3720755,-0.22913443,-0.24291539,0.1671102,-0.35358056,0.8567633,-0.68069303,0.077770844,0.11698216,0.6666679,-0.41415468,0.38976097,-0.36707655,-0.6200486,0.06582427,0.45153725,0.5544409,1.2155788,-0.529293,0.14820203,-0.15095107,0.10915625,-0.1892187,0.34199664,-0.80629873,0.10149028,1.0392555,0.373747,0.3177465,-0.27554443,-0.46986318,0.36324778,0.2961041,-0.20522825,-1.0388917,0.027644765,1.383246,-0.04439863,-0.93021405,0.31940195,0.22352217,0.15743046,Alianzas
-0.06546338,0.29239154,0.0027899265,0.10217689,-0.2638977,-0.45886105,0.016238637,-0.090452924,-0.05527622,-0.26360226,-0.34077132,-0.43119895,-0.07579922,-1.4385862,-0.73290646,0.084010385,0.52908903,-0.73977447,-0.5453462,0.1978143,0.899242,0.016608521,0.35545027,0.6818457,1.0140659,0.9594208,0.20633508,0.686949,-1.3915505,-0.03897351,0.6174298,2.102556,-0.35327947,0.87673,0.111123905,-0.057534155,-0.32739562,-0.18603101,0.41533965,0.09741015,0.2970885,0.36705098,0.056697123,-0.8075151,0.72203845,-0.6104137,-0.57168746,-0.22720268,0.3644747,0.25420105,0.4356031,0.86876285,0.64848936,0.1549777,-0.5202427,-0.27342293,-0.2486983,-0.6677762,0.15105686,0.15189399,-0.17301631,0.5520226,-0.12974791,1.0214736,-0.38900086,0.5555233,0.2904567,0.78139615,0.41412392,0.0415075,-1.1840422,-0.01164338,0.2878575,-0.6869383,0.46714383,0.22112545,0.5730251,-0.09497328,-1.0090548,-0.15346277,-0.19693762,0.9591408,-0.22453028,-0.8989983,0.49407333,0.458689,0.33015636,-0.3089569,-0.11209729,0.63991773,0.0011162532,0.44078362,-0.20345281,-0.11291023,0.43392682,-0.42829084,-0.39153215,0.18395823,-0.5886917,0.2483089,Alianzas
-0.5964008,-0.7677212,-0.48931405,-0.79034346,1.0350759,-0.88211066,0.7347559,-0.22962464,-0.11003025,0.10957155,0.2473765,-0.45379317,-0.3575731,-0.988297,-0.7679705,-0.090460114,1.4105624,-0.5129882,0.07808378,0.5043534,-0.3424638,1.0937368,0.475874,0.20818482,0.30529267,0.12929638,0.8350948,-0.10895357,-0.6303089,-0.18960527,0.38787705,0.5859501,-0.32707295,0.26439336,0.5063802,0.5157072,-1.1528254,-0.043902893,-0.12741667,-0.46023488,0.007881602,0.39708176,0.019903675,-0.44876558,0.52339053,0.16535693,0.9896002,-0.41418204,-0.10647918,0.7219981,0.12934744,0.29355958,0.36680922,1.0747696,-0.11345703,0.095560186,0.2558628,0.065318786,-0.41140622,-0.037933163,0.4609445,0.23286562,0.12051555,-0.047395807,-0.021965697,-0.01525351,0.68766534,0.94475186,0.35879737,0.63385,-0.45536372,-0.8499031,0.2955514,0.5191,-0.22425842,0.59331626,-0.4427584,0.19572157,-0.33965427,-0.06721871,-0.085050724,-0.5182661,-0.80895185,0.20628427,0.88659656,0.17012107,0.6455897,-0.6651883,-0.5428954,-0.36741108,-0.19453216,-0.084409766,0.025322305,0.23757306,0.18112603,-0.090173356,-0.28353062,0.24275795,-0.7594137,0.02803467,Alianzas
0.14520475,1.0890594,-1.1315618,-0.46925834,1.3501464,0.2656118,-0.669064,-0.21445325,-0.75014156,0.14188965,0.014053098,0.26829705,0.27661127,-1.0655003,0.41351837,0.49377674,1.0544746,-0.27038413,-0.31444746,-0.35467583,-0.14825761,0.52843815,0.57277,0.84525436,0.4302487,1.0476384,-0.5035438,0.2742403,-1.4229418,0.157137,0.641537,1.3394327,-1.5595049,0.75591266,-0.4334517,1.2428946,-0.22909601,-0.36625895,-0.12965013,-0.48917502,-0.041226607,0.5470946,0.08134957,-0.18675266,0.5821938,-0.10191259,0.19878976,-0.36895278,1.2619077,0.22271574,-0.61851513,0.35008383,0.25489894,0.3051081,-0.52936864,-0.94225866,-0.2116114,-0.7522882,-0.27694678,-0.28705359,-0.6647999,0.831048,-0.6364782,1.0457519,-0.4450222,0.7406755,0.93599904,0.99751365,0.21786614,-0.2795553,-0.84088117,0.097392954,-0.5721077,-0.59733385,-0.2669775,-0.44359326,0.22047403,-0.713213,-0.41961098,-0.38354978,-0.64863855,0.11806127,-0.41972262,-0.25395805,0.8947972,0.08506775,0.5496693,-0.81326824,0.012850466,0.7140269,-0.7456823,0.015522394,-0.5208446,0.9314038,0.06630094,-0.3041932,-1.7151707,0.6849802,-0.72075605,0.3012796,Alianzas
0.08158961,-0.27570456,-0.5596972,-0.1549454,0.35925508,0.02244892,-0.23135316,-0.113781594,0.6203446,0.09377854,-0.13217464,-0.3222393,-0.32875064,-0.5450154,-0.05044151,0.22529334,1.1794417,-0.3610039,-0.2045303,-0.40268284,-0.18388039,0.30288392,0.78946924,-0.0074108373,0.24699008,0.4447622,-0.08205056,0.23016712,-0.033199493,-0.56188655,1.4837898,1.2087679,0.03111198,0.9849825,-0.31036466,0.06769686,-0.18051012,-1.0078948,-0.3137869,0.08846958,0.44006014,0.7044617,-0.3376964,-0.26405576,0.31510064,-0.36911833,-0.29935375,-0.17141083,-0.14290522,0.5327571,-0.44145253,1.014776,0.6326037,0.0071598343,0.04038135,-0.5320652,0.26940924,-0.20930989,-0.2087956,-0.20831306,0.2922024,0.74080604,-0.6585571,0.51566255,-0.880909,0.25113326,0.4781358,0.40536425,0.1407052,0.2290209,-0.68368995,-1.2311945,-0.16309209,0.17086555,0.2619303,0.18367113,0.41367796,0.10614589,0.5020596,-0.47042048,0.2171296,1.5203986,-0.72817224,0.17423841,-0.049953353,-0.18870622,0.18788129,-0.045816317,0.22460128,-0.42613724,0.12831602,0.3941127,-0.22058813,0.13549885,0.816103,0.0745231,0.037812818,0.20658816,0.03361755,0.8209348,Alianzas
-0.052835777,0.93351346,-0.36438882,0.59816366,0.27415037,-1.1767603,0.079240225,-0.8738521,-0.53537685,0.028545342,-0.22972658,0.72588736,0.7899426,-0.7329693,-0.99743146,-0.61079437,0.86402434,0.29482022,0.14034362,0.076917775,-0.1369521,-0.22887218,-0.28363565,0.83452016,0.31322503,0.7196215,-0.007296138,-0.2097362,-0.39281344,-0.5468762,0.32120338,0.8368713,-0.8692065,0.22705545,-0.2505551,0.075731285,-0.9674132,0.119904555,0.17083615,-0.60970294,0.12621672,1.0339959,-0.49570304,-0.030241596,0.1302528,0.26565933,0.8934429,-0.20109811,0.092909515,0.04197265,0.13965532,0.26724648,0.44442943,0.01916557,-0.6816825,-0.47140834,-0.6425849,0.42306757,0.16785663,0.9031949,0.16303405,0.4158299,-0.8263983,0.5565779,0.018633677,0.65507853,0.020909918,0.4834841,0.577985,0.2429858,-0.3913087,-0.76102614,-0.41235748,-0.41998327,-0.43703333,0.7594977,0.4989509,-0.44248477,-0.63954896,0.25245416,-0.53962696,0.18553554,-0.5080034,0.20206864,0.04695375,0.9219244,0.30648795,0.36321953,-0.28060418,-0.48502755,-0.7484059,0.0721884,0.27326393,0.06997473,-0.5014486,0.17386384,-0.02390671,-0.019441798,0.15061928,-0.23272006,Alianzas
0.62173086,0.5332683,0.85195017,-0.26085505,0.14034668,0.0354188,0.050353147,0.050208747,-0.3289753,0.15706235,0.11799757,-0.123249054,-0.21889019,-0.18735653,-0.8124156,-0.27253056,0.7843714,0.65518785,-0.21288858,0.0796133,-0.39167276,-0.16639365,0.7913737,-0.07925514,0.38020432,0.7135667,-0.11615815,0.40497568,-0.39757732,-0.86585855,0.30975565,0.080833025,-0.23832604,0.21712258,-0.17752588,0.27749583,0.11368858,-0.011042701,-0.22655404,0.68980056,0.23494394,0.69445807,0.097839594,-0.41978025,-0.07309833,-0.079046056,1.4868307,-0.6667232,0.39688146,-0.04163988,-1.11266245e-05,0.510822,0.2935975,-0.23953784,-0.16279405,-0.2474045,0.50907195,-0.49064422,-0.49206585,1.0220212,-0.29624724,0.60362864,-0.13521771,0.33557156,-0.25106835,0.12102934,-0.36681277,0.39957136,0.30082482,0.122392625,-0.028238963,-0.75553507,0.06310305,0.28318205,0.24885577,0.37067118,-0.7095814,-0.14029941,0.1386178,0.5061084,-0.5253245,-0.002810008,-0.22519931,0.02514933,0.30686215,0.11308527,0.66834563,-0.536753,0.20511633,0.04933684,-0.35265678,-0.6450462,-0.54083246,-0.42444667,-0.011427866,0.03054016,0.18844627,0.013879608,0.1447177,0.27789375,Alianzas
-0.005047631,0.28216448,-0.6056959,-0.023507178,-0.42751127,0.23338772,0.41851497,0.029510727,0.7107492,-0.34137723,-0.33411643,0.4989061,0.5018266,-0.58642447,-0.7886875,-0.44985893,0.22184113,-0.16754648,-0.3117453,0.4802894,0.4507968,1.3935273,0.62295634,0.099163964,-0.15158139,1.1382445,-0.21368787,0.56000024,-1.0692806,-0.13974191,0.63515055,0.61165214,-0.5959304,0.41916177,-0.3207531,0.73488694,-0.63864064,0.51250684,0.19219042,-0.2179101,-0.21465525,0.63601595,0.14723662,-1.3455212,0.95607704,-0.06813582,0.14669512,0.0046172636,-0.17398517,1.1281098,-0.34365353,0.5495169,0.07791813,0.39992118,0.003693275,-1.0775384,-0.7438321,-0.5884602,-0.6756456,0.3892578,-0.013572982,-0.02048005,-0.10501979,0.49253112,-0.23605664,0.37830523,0.7646939,0.62723637,-0.5672445,-0.09118175,-0.38546214,-0.49505243,0.29281017,-0.38876632,0.32994616,0.8322005,-0.26751027,-0.62476826,-0.15094465,0.18242279,-0.36981997,0.32969087,-0.63956213,0.31157076,0.38286886,0.31829435,-0.20536202,-0.6831627,0.29093206,0.105743,-0.38725942,0.57598996,0.05036958,-0.2707624,-0.20215578,0.48649338,-0.6257845,-0.017304685,0.16388305,-0.22899209,Alianzas
-0.12251765,0.3125052,0.88719004,0.007874123,0.7948231,-0.57062626,-0.03893724,-0.18130922,0.26477912,-0.47328433,-0.07860059,0.06023367,-0.028832724,-0.83134425,-0.14267375,-0.023074154,0.7739278,-0.029084543,-0.48588008,-0.066621915,0.23511727,0.65157557,-0.116538145,0.2607389,1.3246971,-0.021042233,-0.7923772,0.6120929,-1.2448547,0.014836382,1.0207326,1.234719,-0.60188115,0.80714947,-0.56390065,0.74278826,-1.0504347,-0.065704,-0.6662073,-0.12101385,-0.19416739,1.0299281,0.022518499,-0.78165716,-0.316089,-0.17329104,-0.8932689,-0.21137154,0.41703227,-0.3282252,0.235369,0.42715892,0.7391561,0.30211702,-0.30348092,-0.4568228,-0.264972,-0.54351556,0.14844401,0.10360225,0.03663059,0.12453523,-0.7621231,1.1365329,-0.2974136,0.36884478,0.62496126,1.6478821,0.29748008,0.01220641,-0.9671072,0.017926285,0.0076469984,-0.25007525,0.07597426,0.12534288,0.57774025,0.07135738,-0.5990087,-0.17856662,-0.7917365,0.5873782,-0.23540327,0.15600242,0.19623943,0.5132158,0.40850428,0.06818709,0.23185858,0.36676356,0.913894,0.07288455,-0.12256623,0.5375221,0.35747975,0.17295201,-0.2420558,0.15080617,-0.45380777,0.8708432,Alianzas
0.05572319,-0.6386882,-0.18689927,0.2699071,-0.25415137,-0.92937106,0.04298016,-0.10081815,0.6985189,0.33301216,-0.48368332,-0.3315279,0.13538446,-1.3823076,-0.3605583,0.37479857,0.04086669,-0.64686155,-0.5184294,0.7402624,0.66642326,0.14351779,0.3240354,0.4141657,0.07129846,0.98275334,-0.36059868,0.18758035,-0.98173994,-0.42943645,0.2507893,1.5982999,0.12823701,0.2394286,0.07088459,0.54631364,-0.62630755,-0.3999133,0.2993614,0.66672313,0.8718076,0.7611629,-0.012646286,-0.60892725,-0.0052917697,-1.124235,0.20335141,-0.34809092,0.5126027,0.22718321,0.17104091,0.2728733,0.9159165,1.7486196,-0.5418411,-0.68047327,-0.92471486,-1.5170821,-0.001064675,0.5904113,0.14020558,0.77212864,-0.3748657,0.027679628,-0.038383096,-0.15922032,0.3251299,0.6403678,-0.09049039,0.6646909,-0.7659064,-0.21774784,0.50248075,0.57666737,0.4188608,0.3679766,0.25933188,-0.23000221,-0.7092214,0.14934036,0.31539938,0.52978426,-0.48209834,0.48046565,0.5599053,0.5878948,0.15577301,-0.17135827,-0.63055646,0.048694603,0.19588734,0.51275545,0.06858218,0.19173877,0.13544518,0.3751276,-0.6314064,0.14699683,-0.38911158,-0.021587156,Alianzas
0.18403994,-0.10489129,-0.25488254,-1.1735196,0.55543774,0.21557903,0.2485348,0.3469082,-0.02282488,0.08651668,-1.0879838,-0.24725986,0.21438974,-0.6618253,0.5856197,-0.44879457,0.1523406,-0.15330125,-0.61243623,0.5135822,-0.11460748,1.7091496,1.3469653,-0.13433863,0.873803,0.24423441,-0.43160805,-1.0184577,-0.37776458,-0.379139,1.1533873,1.4610868,0.6362547,1.5051589,0.6919433,-0.5194109,-0.791717,0.36624247,-0.951725,0.4335421,0.29316202,-0.18679555,-0.64664626,-1.0904409,0.48071122,0.06108348,0.7991199,0.4241165,0.7341244,0.057737038,-0.5025867,0.26514128,-0.016976386,0.5584078,-0.030918438,-0.353446,-0.3676455,-0.6694943,-0.6408187,-0.4186805,0.49600953,-0.06422139,-1.4985995,0.8354291,-0.66727304,0.33332145,-0.32902718,0.8536338,-0.3030862,-0.61686623,0.13408811,-1.1050997,0.68785805,-0.4354593,0.17032172,0.7779776,-1.2350267,-0.16997775,-0.023917452,-0.36575598,-0.44929925,0.50420606,-1.0889027,0.32264858,0.34292504,-0.0153607745,0.65574205,-0.48158035,-0.42677087,0.6121139,0.33545923,0.3421815,0.1969076,-0.014124634,0.46825585,0.74715024,0.096256174,-0.014933651,-1.2778896,0.52264386,Alianzas
-0.31727505,0.5724811,0.32319126,-0.57579285,0.845492,0.20644447,-0.022942422,-0.10924438,-0.061730314,-0.07934717,-0.38026378,-0.07301628,0.02408957,-0.19771478,-0.3984087,-0.10168626,0.7557275,0.45314908,-0.26632318,-0.20286968,-0.024130164,0.1278647,0.38513008,-0.11664669,0.45511326,0.5104753,-0.60637194,1.1110327,-0.038974345,-0.08954562,0.8327074,0.54447234,0.095360056,0.84215707,0.03506051,0.47483203,0.2587366,-0.15060773,-0.22128624,0.031820506,0.14643869,0.6104103,0.41318175,-0.5575656,-0.16840468,0.31585872,-0.5940422,0.44559124,0.27135572,0.56355256,0.21282236,0.8078989,0.50151706,-0.07193664,-0.56448406,0.00806471,0.013061957,0.24153943,-0.22761446,-0.14755505,-0.44834906,0.45203185,-1.1701077,0.67312163,0.042017717,0.32437044,-0.47018617,0.54563487,0.02688824,0.32818067,-0.68699133,-1.1213712,-0.9702491,-0.5583761,-0.057660013,0.8428411,0.88265085,0.40248668,-0.0072445306,0.58198833,-0.71833855,0.41008237,-0.052390188,-0.045723796,0.3307251,0.28964263,-0.6937994,-0.2518363,0.1446927,0.19872986,-0.28172788,-0.3103526,-0.6231059,0.74254036,0.0038538054,0.5792192,-0.23495805,0.2749286,-0.22322117,0.73858154,Alianzas
0.23532818,-0.16422787,0.0070531648,0.09448733,0.53247076,-0.29221064,0.6761069,0.12783735,0.23035206,-0.6989151,-0.05131129,-0.5297099,0.1298282,-1.1169759,0.26644337,-0.73186064,0.8235816,-0.4218057,-0.3309994,-0.052834727,-0.33528116,0.6694496,1.1071926,0.47591126,0.8805059,0.997316,-0.31086951,-0.006937584,-0.26098868,-0.5101665,0.6043736,1.2137872,-0.38810632,1.1645204,0.54235935,-0.050474033,-0.12036204,-0.6011796,-0.5810115,0.07929489,0.052367043,-0.1670678,-0.68315923,-0.32855788,-0.71720564,0.06680475,-0.15212949,-0.7096295,1.1020634,-0.7164593,-0.0053963973,0.50787807,1.2705452,-0.22257362,-0.25483614,-1.0165638,0.65338093,-0.61020136,-0.06031847,0.36837137,-0.63952553,0.152554,-1.0716395,0.4507117,-0.04865107,0.43793914,0.45252842,1.3322083,0.0242171,-0.021195764,-1.1105003,0.1035358,-0.29531872,-0.5762933,0.082016155,1.1267685,-0.34735814,0.018591987,0.020732263,0.13407448,-1.1288143,0.2609537,-0.43659368,-0.4074955,0.26836404,1.1189423,0.42250213,-0.3532512,0.89128965,0.15176302,0.119315125,-0.5730286,0.3520653,0.3103879,0.08297115,-0.3344659,-0.14596747,-0.45828837,0.5474537,0.052195545,Alianzas
0.5389288,-0.13426901,-0.3041533,-0.06601027,0.76950425,-0.18012601,-0.23476017,0.874749,0.13332562,1.0486754,-0.3609948,0.579245,-0.40781087,-1.2824167,-0.24579592,-0.086107604,1.473704,0.018216668,-0.04569342,-0.095769584,0.06757966,0.31560442,0.62620467,0.012854179,0.48422736,0.5313982,-0.31350172,-0.47414023,-1.0080556,-0.14700793,0.45581064,1.4067978,-0.07637233,0.61326146,0.0276955,0.8696058,-0.30694813,-0.24511386,-0.1753504,0.36630538,-0.048891306,0.5891402,-0.1094193,-0.5296398,0.62324375,0.021499382,0.18067822,-0.2293124,-0.21623392,0.6406583,-0.0003306698,0.20567058,0.73133814,1.3402076,0.45905882,-0.2734291,-0.64750487,-0.94143957,-1.1480826,-0.003392473,-0.7800882,-0.53913534,-0.26841208,0.23590524,-0.39829046,0.81246585,-0.0056901807,1.0348324,0.070399895,0.83802176,-0.22718692,0.20821002,0.9507513,0.65002364,0.22240497,0.4189003,0.19481659,-0.03792154,-0.14819255,0.49316046,-0.55952257,0.6156411,-1.2981263,-0.3243332,-0.133394,1.1192156,0.4562547,-0.6978664,-0.12510984,0.44733596,-0.021637913,0.061625306,0.37530017,-0.38788056,-0.7865484,0.10697674,-0.0889726,0.26885763,-0.32437614,0.11719852,Alianzas
0.059054818,1.7705584,-0.24676105,-0.06469162,0.40941682,-0.06301213,-0.32878214,-0.027179718,-0.40133563,0.6844228,0.10025323,0.33129978,-0.3902138,-0.61073756,0.25679472,-0.38903505,0.66922605,0.31528148,-0.3652347,-0.0105003705,-0.44892475,0.8623364,0.22829978,0.3681919,0.4902015,1.0846,-0.23399696,0.15570529,-0.6836854,-0.053413022,0.4774689,0.89737123,-1.1600327,0.014355089,-0.043985978,1.3117663,-0.59362334,-0.2487045,-0.2800443,0.13389827,-0.87839925,0.7110992,0.5911345,-0.8844018,0.79843473,-0.27353886,0.049212817,-0.5590828,0.96517515,0.10231579,0.026246827,0.24844949,0.6046337,0.19381788,-0.6944591,-0.9796347,0.16679697,-0.26808432,-0.44260746,-0.122173786,-0.42061794,0.8145664,-0.5988353,0.621229,-0.54152024,0.23870529,0.5975554,0.7827114,0.48499885,0.028715366,-0.48381972,0.015342938,-0.09207646,-0.026565822,-0.39796326,0.035894364,0.04264472,-0.18428706,-0.37211767,0.52860314,-0.32060796,0.13934223,-0.7310655,-0.06653882,0.7657724,-0.099229686,0.0717855,-0.24190642,0.49172616,0.2350704,-0.4919376,-0.114313416,-0.1971459,0.937566,0.4534362,-0.5775556,-0.82202035,-0.21166459,-0.1803738,-0.04254581,Alianzas
