lemmas,scores,num_palabras_positivas,num_palabras_negativas,proporcion_palabras_positivas,proporcion_palabras_negativas,sentimiento_lexico_total,num_palabras_alegria,num_palabras_tristeza,num_palabras_enojo,num_palabras_miedo,proporcion_alegria,proporcion_tristeza,proporcion_enojo,proporcion_miedo,cluster,sentiment_label
vacuna covid niño pequeño examinar fabricante medicamento solicitir autorización regulador eir uu prometer revisión rápido medio preocupación riesgo infección enfrentar niñosactualmente estadounidense año elegibl recibir vacuna reciente aumento infección alimentado variante deltar comienzo año escolar aumentado pedido inmunización niño pequeñosla administración alimento medicamento preparado completar revisión rápido probablemente cuestión semana mes janet woodcock comisionado interino administración alimento medicamento peter marks director centro agencio investigación evaluación biológico comunicado viernessabemos pregunta comentario público proceso rodear vacuna niño pequeño creer importante compartir información proceso consideración necesario involucrado brindar claridad público esfuerzo funcionario hasta fecha empresa cuyo vacuna aprobada ee uu solicitado autorización niño pequeño capacidad regulador evaluar rápidamente seguridad eficacia vacuno menor año depender calidad puntualidad presentación fabricant woodcock marksel presidente joe bidir discurso casa blanca jueves describir medida frenar pandemia gobierno equilibrar necesidad examinar cuidadosamente vacuno frente situación urgente creado reciente broteno tomar atajo científico dejado claro hacer apoyar fda recurso necesitar continuar seguro rápido decir decir,0.1811071428571428,1,0,0.0064516129032258,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
bbva presentado bbva spark propuesta integral servicio financiero acompañar compañía innovadora distinto fase crecimiento spark permitir compañía cubrir necesidad financiero lugar contar producto financiación sofisticado venture debt growth loans él bbva spark poner disposición modelo relación diferencial equipo especialista hablar idioma innovación bbva adelantado jornada clausura south summit preparar completo propuesta servicio financiero adaptado distinto momento crecimiento startups scaleups querer banco empresa alto crecimiento financiarl roberto albaladejo responsable banking for growth companies gran oportunidad ayudar él construir relación plazo bbva spark arranco andadura españa méxico objetivo impulsar innovación ayudar crecimiento empresa definir futuro propuesta innovadora basado tecnología estrategia llegar rápidamente mercado este compañía recurrir fundamentalmente financiación capital inversor privado medido encontrar él fase temprano faltar mercado financiación bancario desarrollado bbva ver enorme oportunidad acompañar compañía alto crecimiento resaltar david puente responsable global client solutions bbva presentación bbva spark él bbva desarrollado oferta integral adapto distinto etapa ciclo vida empresa fás inicial convertir él corporación combín experiencia usuario único contar red banquero asesor especializado completamente dedicado segmento querer banco universal compañía alto crecimiento objetivo claro generar relación plazo client subrayar roberto albaladejo responsable bbva spark modo empresa depender etapa encontrar acceder oferta producto empresa bbva nómina pago tarjeta seguro etc financiación específico necesitar gracias modelo riesgo adaptado realidad client permitir visión prospectivo negocio concreto bbva spark sumar oferta financiero modelo venturar debt habitual mercado innovación silicon valley permitir compañía acceder financiación bancario reducir dilución participación accionarial producir ronda financiación privado poner servicio cliente capacidad producto bbva innovación santiago muguruzar responsable inversión capital riesgo bbva spark resaltado evento bventure importante papel jugar empresa disruptiva rápido crecimiento desarrollo tecnología necesario afrontar reto futuro tener modelo negocio diferencial ambicioso equipo primerísimo nivel necesitar apoyo inversión subrayar muguruza cita asistir startups inversor corporación oferto bbva spark extender compañía tecnológico fase avanzado financiación producto growth loans permitir compañía acometer proyecto inversión entrar mercado u operación corporativo asesoramiento operación ma preparación salido bolso apoyar él capacidad banco inversión bbva en bbva spark poner servicio cliente capacidad producto bbva permitir atenderl fás temprano convertir corporación par atendido equipo bbva corporate and investment banking reflexionar responsable global tipo operación financiación asesoramiento prestar equipo especializado acompañar empresa momento clave desarrollo combinación servicio financiero asesoramiento inversión fondo venturar capital conexión ecosistemo innovación gracias organización bbva spark gestionar actividad bbva largo trayectoria fintech hubs innovación américo latino dibujar panorama emprendimiento ebullición desigualmente distribuido capital brasil acumula número creciente unicornio lima hacer él hueco sector fintech ecommerce liderar innovación apoyo creciente inversor latinoamérico pís fuerza escenario internacional bbva spark incluir área decidir estrategia inversión fondo capital riesgo inversión incluir propel sinovation ventur realizado leadwind lowercarbon fifth wall sobre base incrementar inversión fondo apoyar empresa futuro vertical clave compañía tecnológico innovadora alto crecimiento fintech activo digital descarbonización david puente además bbva spark integrar actividad opir innovation impulsar ecosistema innovación colaboración startups banco unidad nacer objetivo crecer consolidar él banco referenciar apoyar crecimiento empresa definir futuro cliente registrar él digitalmente página web disposición red bbva meses bbva spark extender resto país bbva presencia,0.2643684210526316,12,0,0.0244399185336048,0.0,12,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
acción comprometer desarrollo sostenible ambos organización conjunto buscar solución impulsar acceso agua potable comunidad vulnerable interior país argentino consumir promedio litro diario persona aconsejado organización mundial salud además huella hídrico dejar promedio argentino día baja litro reporte unesco mitad escuela rural necesidad concreto agua seguro línea prioridad estratégico bbva entender sostenibilidad oportunidad negocio compromiso mundo incluivo sentido bbva financiar construcción sistema recolección agua lluvia denominado scall fundación agua ofrecer solución sostenible falta agua escuela localidad pampir infierno provincia chaco sistema captación agua lluvia scall técnica permitir aprovechar agua lluvia consumo humano opción complementario sistema contar abastecimiento preciado líquido brindo agua seguro número persona instalar capacidad autogestión recurso programa educativo capacitación personal finanza sostenible presidente bbva carlos torre vila anunciado miércoles entidad aumentar objetivo movilizar financiación sostenible el sostenibilidad oportunidad negocio cantidad inversión requerido inmenso billón dólares explicado reunión anual institutir for international finance iif celebrado washington sentido señalado banco canalizar financiación sostenible a ritmo realmente rápido llevar junio superase objetivo marcar inicio él hoy querer anunciar aumentamo objetivo millón euros periodo declarado en bbva comprometer cuidado ambiente sentido tomar conciencia importancia recurso fundamental dedicar ayudar comunidad lograr él caso enfocado importancia agua población maría deleonardis principal manager negocio responsable bbva parte juan lapetini director fundación aguas caso escuela pampa infierno ayuda consistir instalación sistema scall cisternar litro cosecha agua lluvia pero ese obrar sumar uno proceso educativo integral buscar concientizar tipo tecnologir utilizar correctamente comunidad apropiar él sentido alianza estratégico bbva fundación agua buscar profundizar camino luchar cambio climático favor inclusión social contribuir objetivo desarrollo sostenible ods n° agua limpio saneamiento bbva fundación agua visitar escuela eep eep pampa infierno recibido estudiante docente autoridad escuela entregar kit escolar caja manual agua formar material utilizado capacitación alumno compartir distinto actividad comunidad educativo encuentro alumno primero tercer grado compartir distinto demostración correcto agua cosa presentar obra teatro maqueta video capacitaciones forma poner práctica creativo aprendido mes cuidado agua escuela secundario eep docente autoridad poder apreciar funcionar sistema cosecha agua lluvia scall,0.3357704918032786,0,1,0.0,0.0030487804878048,-1,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
plataforma domicilio jugador importante pandemia acabar confinamiento horo pasar página enfocar él tema fondo sector felipe ossa ceo domicilioscom empiecir hablar regulación colombia resolver rápido regla juego país quedar rezagadocuánto crecer pandemia sostenibletoda plataforma crecer inicio cuarentena persona empezar salir casa ver repunte restaurante impacto negativo plataforma agrandar base usuario base construirahoro difícil prever ocurrir mano definición gobierno ver país adelantado pandemiar vuelto cerrarqué plan tienenhablar plan complejo trabajar ideal opción delivery esperar autorización sic fusionarno ifoodqué opinar avance regulatoriosser ecosistema allá domiciliario todo filosofía negocio aportar él actor ecosistemadesde punto visto domiciliario significar oportunidad generar ingreso flexibilidad seguridad salud dar reto netamente financiero complejidad sistemapor decidir pagarl sentar bolsillo aport seguridad social gestión operativo entrar firmar contrato prestación servicio contratista independiente contrato mandato autorizar aportesse necesitar reforma integral velar derecho trabajador prestador servicio permitir operatividad legal negocio digitalesestar enfocado proyectosno querer tomar partido proyecto positivo conversación dar universo grande persona participar futuro industrio necesitar entiendo funciona industrio economío colaborativo cambiar radicalmente prestar serviciosesta demora regulación colombia país atractivo inversión plataformasesta conversación ocurrir nivel madurez país mundo entidad grupo grande operar país tomar decisión estratégico dónde invierte atrasado empezar conversación seguir limbo definitivamente país quedar atrasadosqué opinar disponer plan marshalles demasiado importante conversación abierto plataforma crecer volumen negocio pandemia traducir utilidad clase impuesto desconocer realidad operar duda freno tecnológico,0.171,2,0,0.0092165898617511,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
regulador bancario chinar reciente medida frenar monopolio empresa tecnología financiero afectado fuertemente gigante ant group jack ma apuntar empresa específico recibido industriaalguna empresa actitud relativamente positivo requisito logrado efecto inicial esfuerzo rectificación liang tao vicepresidente comisión regulador banco seguro chino sesión informativo shanghái viernes entrar detallesfuncionario revelado serie regla contener floreciente industria tecnología financiero evitar empresa volver demasiado poderoso medida obligar cancelar oferta público inicial us mil millón ant group noviembre autoridad ordenado firma volver raíz proveedor pago línealos regla diseñado evitar formación monopolio competencia desleal alineado apoyo desarrollo estable plazo empresa privado liang tomar medida plataforma internet volver servir economía real convertir él fuerza importante apoyar crecimiento económico dijoen sesión informativo director riesgo ente regulador xiao yuanqi funcionario monitorear riesgo empresa dedicado financiación colectivo sector atención médico tomar medida correspondientesel banco central chino anunciar viernes empresa pago bancario deber comenzar colocar reserva banco banco comercial elegibl transferencia reserva realizado cámara compensación calificado regulación entrar vigencia marzo compañía período graciar mes cumplir plenamente,0.3375217391304347,2,0,0.0123456790123456,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
jpmorgar lunes cambio regulatorio chino problema local global banco seguir sobreponderado acción mercado emergentesel banco probable continuar revisión regulación chino evitar cambio causen impacto crecimientir económicolos acción chino sufrir liquidación semana índice referencial csi registrar peor mes año serie medida regulatoria dirigido sector educación superior tecnología propiedadver riesgo cambio regulatorio chinar problema local global escribir analista jpmorgar nota fechado lunesdado corrección sustancial segmento mercado afectado riesgo descontado disminuir agregójpmorguir seguir sobreponderar acción mercado emergente excluir riesgo regulatorio chinar complicación dicho mercado parecer disminuir él esperar convergierar diferencial crecimiento ganancia tasa vacunación país emergente desarrollado bancoauncar crédito chino mínimo valoración amplio parecer excesivo banco esperar volatilidad corto plazo mantuviera alto,0.1471428571428571,1,0,0.0092592592592592,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
bancolombio prosegur alarms unir ofrecer él usuario solución tuinmobiliario servicio ofrecer empresa seguridad cuidado persona bién inmueblesesta convertir alianza estratégico país latinoaméricar empresa líder sector banco seguridad bancolombio brindar posibilidad persona accedar crédito inmediato contratación servicio tuinmobiliariopar bancolombio alianza significar valioso oportunidad seguir entregar solución integral client usuario caso tuinmobiliario seguridad hogar indispensable unido prosegur empresa líder monitoreo alarma ofreceremos portafolio diferencial permitir tranquilidad protección activo expresar cristín arrastir vicepresidenta negocio bancolombiaentre reto enfrentar ampliar acceso persona opción contar empresa prosegur fomentar cultura prevención seguridad hogarespor ana carolina ramírez amaya director general prosegur alarms colombia asegurar alianza representar apuesta importante ofrecer calidad vida persona gracias servicio seguridad tecnología accesib él hogar colombiano contar entorno seguro persona aliado bancolombio banco cuidar persona iniciativo prosegurde acuerdo empresa seguridad penetración mercado alarma colombio representar diferencia compar mercado región,0.2159090909090909,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
precio consumidor subir agosto año impulsado producto básico huevo azúcar comparación aumento julio mostrar dato publicado viernesel banco central mantener tasa político clave cambio nivel alto jueves presión precio disminuido levemente caída rápido esperado precio mundial combustible aumento lento costo vegetal esperar inflación agosto aun inflación dolor cabeza responsable político guerra golpeo economía afectar suministro costo transporte devaluación hryvnia fines julio detrás tasa mercado oleksiy blinov jefe investigación alfa bank ucrania sede kyivno impacto precio agosto blinov prever inflación año comparación pronóstico banco central,0.1668,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
bbva acompañar realización edición impulsar argentino evento organizado unión argentina joven empresario unaje citar torrir bbva airesel encuentro iniciar participación martín zarich presidente bbva argentino panel titulado consenso económico invitar reflexionar distinto ángulo acuerdo político requerir crecimiento argentino sector público sector privadomartín zarich sector público empresa compromiso diagnóstico necesidad sociedad generar consenso necesario central sentir voz sector relación necesidad país crecerseguidamente cecilia todesca bocco secretario relación económico internacional cancillería argentino sector argentino desarrollar crecer concluir mano obra tecnologío ciencio sector recurso natural poder pensar hoja ruta basado sector público privadopor diputado nacional vicepresidente comisión presupuesto hacienda cámara diputado luciano laspina resaltar construir diálogo deber base acuerdo idea común futuro país consenso necesitamospor carlos cirimelo ceo grupo logístico andreani remarcar asumir riesgo genético empresa sector privado necesitar sector público genere política público acorde ampliar camino crezcar sociedadeste panel contar florencia donoir moderadora especializado economía negocio columnista diario nacióncomo instancia debate moderador diego pasjalidis cco director innovación stefanini group miembro comisión directivo aires tech cluster ahondar interrogante argentino adoptar papel protagónico región oportunidad significar economía conocimientopor matía peire ceo cofundador gridx necesitar cambiar matriz productivo expandir frontera crecimiento tecnológicoa director global learning dei globant melina masnatta contar propusir entender pasar post pandemia sistema tecnología descubrir entrevistada recibir crecimiento sueldo minoría ejercemo mundo laboral tecnología desarrollo tecnología ver brecho redistribución equipo diverso línea pensamiento desafío nahuel lema cofundador coderhousar empresa tecnológico apostar generar crear chispa trabajador futuro generar habilidad reinventar futuro sociedadseguidamente marcelo scaglionir exsubsecretario ministro haciendo representante argentino ocde centrar desafío enfrentar país movimiento global mundo digital capacidad crecimiento talento argentino tecnologir crecer exportar política continuar año activo aprovechar mundo necesitael evento continuar tercer panel debate exponer fundadoro fundación multipolar malena famá post concientizar educación labor realizar constantemente promover vía inserción laboral persona situación calle alentar empresa presente brindar oportunidad laboral real colectivo vulnerablepor cierre jornada organizado unaje debate centrar torno pensar paso llevar argentino moderado rosendo grobocopatel coordinador comunicación pro maría migliore ministra desarrollo humano hábitat ciudad aires juan manuel valdés legislador ciudad aires joaquín zoilo vedoya presidente unaje marysol rodríguez secretaria unión industrial argentino joven conversar propuesta concreto materia producción empresa nacional sumen objetivo crecimiento país,0.2603,5,0,0.0140449438202247,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
regulador mercado nigerio publicar conjunto regulación activo digital indicar país poblado áfrico tratar encontrar término medio prohibición criptoactivo reguladoel año banco central nigerio prohibir banco institución financiero negociar facilitar transacción moneda digitalespero población joven expertar tecnología país adoptado entusiasmo criptomoneda utilizar comercio par ofrecido intercambio criptomoneda evitar prohibición sector financierola comisión bolsa valor nigerio sec publicar regla emisión plataforma oferta custodia activo digital sitio webel documento página establecer requisito registro oferta custodio activo digital clasificar activo valor regulado secla sec nigerián permitir intercambio activo digital facilitar comercio activo recibido decisión objeción comisiónse requerir intercambio activo digital pagar millón nairar us tarifa registro tarifar octubre nigerio lanzar moneda digital enairar esperanza ampliar acceso banco moneda digital oficial diferenciar criptomoneda bitcoin respaldado controlado banco central,0.2825714285714286,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
